season,year,medal,country_code,country,athletes,games,sport,event_gender,event_name
Summer,2024,Gold,NED,Netherlands,"SLAGTER Arvin, van der HORST Dimeo, de JONG Worthy, DRIESSEN Jan",2024 Paris,3x3 Basketball,Men's,3x3 basketball
Summer,2024,Silver,FRA,France,"DUSSOULIER Lucas, VERGIAT Timothe, RAMBAUT Jules, SEGUELA Franck",2024 Paris,3x3 Basketball,Men's,3x3 basketball
Summer,2024,Bronze,LTU,Lithuania,"DZIAUGYS Evaldas, PUKELIS Aurelijus, MATULIS Gintautas, VINGELIS Sarunas",2024 Paris,3x3 Basketball,Men's,3x3 basketball
Summer,2024,Gold,GER,Germany,"BRUNCKHORST Svenja, REICHERT Marie, GREINACHER Sonja, MEVIUS Elisa",2024 Paris,3x3 Basketball,Women's,3x3 basketball
Summer,2024,Silver,ESP,Spain,"ALONSO Gracia, GIMENO Vega, YGUERAVIDE Sandra, CAMILION Juana",2024 Paris,3x3 Basketball,Women's,3x3 basketball
Summer,2024,Bronze,USA,United States,"HAMBY Dearica, van LITH Hailey, BURDICK Cierra, HOWARD Rhyne",2024 Paris,3x3 Basketball,Women's,3x3 basketball
Summer,2024,Gold,KOR,Korea Republic,KIM Woojin,2024 Paris,Archery,Men's,individual (FITA Olympic round - 70m)
Summer,2024,Silver,USA,United States,ELLISON Brady,2024 Paris,Archery,Men's,individual (FITA Olympic round - 70m)
Summer,2024,Bronze,KOR,Korea Republic,LEE Wooseok,2024 Paris,Archery,Men's,individual (FITA Olympic round - 70m)
Summer,2024,Gold,KOR,Korea Republic,"KIM Woojin, KIM Je Deok, LEE Wooseok",2024 Paris,Archery,Men's,team (FITA Olympic round - 70m)
Summer,2024,Silver,FRA,France,"ADDIS Baptiste, VALLADONT Jean-Charles, CHIRAULT Thomas",2024 Paris,Archery,Men's,team (FITA Olympic round - 70m)
Summer,2024,Bronze,TUR,Turkey,"TUMER Berkim, GAZOZ Mete, YILDIRMIS Abdullah",2024 Paris,Archery,Men's,team (FITA Olympic round - 70m)
Summer,2024,Gold,KOR,Korea Republic,LIM Sihyeon,2024 Paris,Archery,Women's,individual (FITA Olympic round - 70m)
Summer,2024,Silver,KOR,Korea Republic,NAM Suhyeon,2024 Paris,Archery,Women's,individual (FITA Olympic round - 70m)
Summer,2024,Bronze,FRA,France,BARBELIN Lisa,2024 Paris,Archery,Women's,individual (FITA Olympic round - 70m)
Summer,2024,Gold,KOR,Korea Republic,"LIM Sihyeon, JEON Hunyoung, NAM Suhyeon",2024 Paris,Archery,Women's,team (FITA Olympic round - 70m)
Summer,2024,Silver,CHN,China,"AN Qixuan, YANG Xiaolei, LI Jiaman",2024 Paris,Archery,Women's,team (FITA Olympic round - 70m)
Summer,2024,Bronze,MEX,Mexico,"VALENCIA Alejandra, VAZQUEZ Ana, RUIZ Angela",2024 Paris,Archery,Women's,team (FITA Olympic round - 70m)
Summer,2024,Gold,KOR,Korea Republic,"LIM Sihyeon, KIM Woojin",2024 Paris,Archery,Mixed,team (FITA Olympic round - 70m)
Summer,2024,Silver,GER,Germany,"KROPPEN Michelle, UNRUH Florian",2024 Paris,Archery,Mixed,team (FITA Olympic round - 70m)
Summer,2024,Bronze,USA,United States,"KAUFHOLD Casey, ELLISON Brady",2024 Paris,Archery,Mixed,team (FITA Olympic round - 70m)
Summer,2024,Gold,CHN,China,"WANG Liuyi, WANG Qianyi",2024 Paris,Artistic Swimming,Women's,duet
Summer,2024,Silver,GBR,Great Britain,"SHORTMAN Kate, THORPE Isabelle",2024 Paris,Artistic Swimming,Women's,duet
Summer,2024,Bronze,NED,Netherlands,"de BROUWER Bregje, de BROUWER Noortje",2024 Paris,Artistic Swimming,Women's,duet
Summer,2024,Gold,CHN,China,"CHANG Hao, WANG Ciyue, WANG Qianyi, XIAO Yanning, CHENG Wentao, FENG Yu, WANG Liuyi, XIANG Binxuan, ZHANG Yayi",2024 Paris,Artistic Swimming,Women's,team
Summer,2024,Silver,USA,United States,"CZARKOWSKI Jaime, HUNTER Keana, LUU Jacklyn, REMATI Ruby, ALVAREZ Anita, FIELD Megumi, KWON Audrey, RAMIREZ Daniella, LIU Calista",2024 Paris,Artistic Swimming,Women's,team
Summer,2024,Bronze,ESP,Spain,"FERRE GASET Txell, LLUIS VALETTE Lilou, OZHOGINA OZHOGIN Alisa, TIO CASAS Iris, SALDANA LOPEZ Sara, GARCIA POLO Marina, MAS PUJADAS Meritxell, RAMIREZ IBANEZ Paula, TOLEDANO LAUT Blanca",2024 Paris,Artistic Swimming,Women's,team
Summer,2024,Gold,USA,United States,LYLES Noah,2024 Paris,Athletics,Men's,100m
Summer,2024,Silver,JAM,Jamaica,THOMPSON Kishane,2024 Paris,Athletics,Men's,100m
Summer,2024,Bronze,USA,United States,KERLEY Fred,2024 Paris,Athletics,Men's,100m
Summer,2024,Gold,BOT,Botswana,TEBOGO Letsile,2024 Paris,Athletics,Men's,200m
Summer,2024,Silver,USA,United States,BEDNAREK Kenneth,2024 Paris,Athletics,Men's,200m
Summer,2024,Bronze,USA,United States,LYLES Noah,2024 Paris,Athletics,Men's,200m
Summer,2024,Gold,USA,United States,HALL Quincy,2024 Paris,Athletics,Men's,400m
Summer,2024,Silver,GBR,Great Britain,HUDSON-SMITH Matthew,2024 Paris,Athletics,Men's,400m
Summer,2024,Bronze,ZAM,Zambia,SAMUKONGA Muzala,2024 Paris,Athletics,Men's,400m
Summer,2024,Gold,KEN,Kenya,WANYONYI Emmanuel,2024 Paris,Athletics,Men's,800m
Summer,2024,Silver,CAN,Canada,AROP Marco,2024 Paris,Athletics,Men's,800m
Summer,2024,Bronze,ALG,Algeria,SEDJATI Djamel,2024 Paris,Athletics,Men's,800m
Summer,2024,Gold,USA,United States,HOCKER Cole,2024 Paris,Athletics,Men's,1500m
Summer,2024,Silver,GBR,Great Britain,KERR Josh,2024 Paris,Athletics,Men's,1500m
Summer,2024,Bronze,USA,United States,NUGUSE Yared,2024 Paris,Athletics,Men's,1500m
Summer,2024,Gold,NOR,Norway,INGEBRIGTSEN Jakob,2024 Paris,Athletics,Men's,5000m
Summer,2024,Silver,KEN,Kenya,KWEMOI Ronald,2024 Paris,Athletics,Men's,5000m
Summer,2024,Bronze,USA,United States,FISHER Grant,2024 Paris,Athletics,Men's,5000m
Summer,2024,Gold,UGA,Uganda,CHEPTEGEI Joshua,2024 Paris,Athletics,Men's,10000m
Summer,2024,Silver,ETH,Ethiopia,AREGAWI Berihu,2024 Paris,Athletics,Men's,10000m
Summer,2024,Bronze,USA,United States,FISHER Grant,2024 Paris,Athletics,Men's,10000m
Summer,2024,Gold,ETH,Ethiopia,TOLA Tamirat,2024 Paris,Athletics,Men's,marathon
